ID,Store Name,Street Address,City,State/Province,Country,Longitude,Latitude
446,Metropolitan,"Av. Lazaro Cardenas #2400, zona Valle Oriente",Monterrey,NLE,MX,-100.3,25.63
447,Desarrollos Delta,"1882 Antonio L Rodriguez Boulevard, Plaza Sur, Col. Santa Maria C.P.",Monterrey,NLE,MX,-100.38,25.67
448,La Calma,3602 Mariano Otero,Monterrey,NLE,MX,-103.42,20.64
449,Plaza Qu,"Paseo de Los Leones esq. Paseo Cumbres, Av. Paseo de Los Leones #2001",Monterrey,NLE,MX,-100.41,25.74
450,Paseo Sendero,"Av. Sendero #200, San Nicolas de Los Garza",Monterrey,NLE,MX,-100.28,25.63
451,Constitucion,Avenue Constitucion 1804-B Pte.,Monterrey,NLE,MX,-100.34,25.67
452,Pabellon M,"Av. Juarez #1102, Pabellon M",Monterrey,NLE,MX,-100.41,25.77
453,Nuevo Sur,"Av. Revolucion 2703, Colonia Ladrillera",Monterrey,NLE,MX,-100.28,25.66
454,MTY - Terminal 2,Carretera Miguel Aleman Km 24,Monterrey,NLE,MX,-100.11,25.78
455,Plaza Fiesta San Agustin,"1000 Batallon De San Patricio, San Pedro Garza Garcia NL",Monterrey,NLE,MX,-100.34,25.65
456,Galerias Valle Oriente,1000 Avenue Lazaro Cardenas,Monterrey,NLE,MX,-100.31,25.64
457,Tecnologico de Monterrey,Av Eugenio Garza Sada 2501 Sur Col Tecno,Monterrey,NLE,MX,-100.29,25.65
458,Plaza Real,315 Avenue Jose Eleuterio Gzz,Monterrey,NLE,MX,-100.35,25.68
459,Valle Plaza 401 Monterrey,Calzada del Valle 401,Monterrey,NLE,MX,-100.36,25.66
460,Citadel Mall Monterrey,410 Romulo Garza,Monterrey,NLE,MX,-100.21,25.73
461,Plaza Tanarah,"Avenue Vasconcelos Ote #345, Col del Valle",Monterrey,NLE,MX,-100.35,25.65
462,Garza Sada,Avenue Eugenio Garza Sada #250,Monterrey,NLE,MX,-100.29,25.64
463,Vasconcelos,Av. Vasconcelos 804A Pte,Monterrey,NLE,MX,-100.39,25.66
464,Plaza San Pedro Monterrey,Av. Jose Vasconcelos y Av. Gomez Morin.,Monterrey,NLE,MX,-100.36,25.65
465,Paseo La Fe,"Av. Miguel Aleman #107, Paseo La Fe",Monterrey,NLE,MX,-100.28,25.68
466,Anahuac,AV.UNIVERSIDAD ESQ SALVADOR DIAZ MIRON,Monterrey,NLE,MX,-100.3,25.74
467,Apto Mty TA SUE,C. Miguel Aleman Km 24,Monterrey,NLE,MX,-100.28,25.68
468,Paseo de los Leones,#1301 Paseo de los Leones,Monterrey,NLE,MX,-100.38,25.71
469,MM Garza Sada,"Av Garza Sada s/n Monterrey, Nuevo Leon",Monterrey,NLE,MX,-100.26,25.6
470,San Jeronimo Monterrey,1841 Anillo Periferico,Monterrey,NLE,MX,-100.38,25.69
471,Galerias Monterrey,Insurgentes 2500 Col Vista Hermosa,Monterrey,NLE,MX,-100.35,25.68
472,Revolucion Super 7,3604 Avenue Revolucion,Monterrey,NLE,MX,-100.27,25.64
473,Miguel Aleman Monterrey,"Carr Miguel Aleman #250-B, Apodaca District",Nuevo Leon,NLE,MX,-100.2,25.74
474,La Aurora,"Ave. Lazaro Cardenas 2311, Jose Maria Escriva",San Pedro Garza Garcia,NLE,MX,-100.33,25.65
475,Plaza Fiesta San Agustin Interior,Batallon de San Patricio #1000,San Pedro Garza Garcia,NLE,MX,-100.34,25.65
476,Universidad de Monterrey,Avenue Morones Prieto #450,San Pedro Garza Garcia,NLE,MX,-100.42,25.66
477,Plaza del Parque -,"Calz. Porfirio Diaz #258, Col Reforma, Plaza del Parque",Oaxaca,OAX,MX,-96.72,17.08
478,Puebla Huexotitla,"Av.43 Oriente #5, Col Huexotitla",Puebla,PUE,MX,-98.21,19.03
479,Hospital Angeles Puebla,"Av. Kepler No. 2143, Col. Reserva Territorial Atlixcayotl",Puebla,PUE,MX,-98.23,19.02
480,Puebla Las Animas,Circuito Interior Juan Pablo II #3302,Puebla,PUE,MX,-98.23,19.04
481,Galerias Hermanos Serdan PUEBLA,"Blvd Hermanos Serdad No. 270, Rancho Colorado",PUEBLA,PUE,MX,-98.25,18.98
482,25 Poniente,"25 poniente, 16 de Septimbre",Puebla,PUE,MX,-98.2,19.04
483,Triangulo,"39 Poniente #3515 local 4 y 5, C.C. El Triangulo,  Col. Las Animas",Puebla,PUE,MX,-98.24,19.04
484,31 Oriente,Centro31 orinte No. 803 Col. Ladrillera,Puebla,PUE,MX,-98.2,19.03
485,Puebla Masarik,Blvrd. Atlixcayotl 1501,Puebla,PUE,MX,-98.24,19.03
486,Juarez Puebla,"Av. Juarez No. 2511, Col. La Paz, entre 25 y 23 sur",Puebla,PUE,MX,-98.22,19.05
487,Puebla Zavaleta,"Calzada Zavaleta #3916 Local 1, Col Santa Buenavista",Puebla,PUE,MX,-98.25,19.05
488,Puebla Centro,"Av. 2 Oriente 201, 2 Norte",Puebla,PUE,MX,-98.2,19.04
489,Angelopolis - Relocation,"Blvd. Del Nino Poblano #2,510 Col. Col.",Puebla,PUE,MX,-98.23,19.03
490,Adagio,"PASEO OPERA NO. 11 AND 13, Local 1, Lomas de Agnelpolis II",PUEBLA,PUE,MX,-98.21,19.01
491,Cholula,"Calle 5 de Mayo # 1,427, Local 22, Col.",Puebla,PUE,MX,-98.3,19.06
492,Constituyentes Qro,"Av. Constituyentes No. 57, Col. Cimatario",Queretaro,QUE,MX,-100.39,20.58
493,Town Center Juriquilla,Town Center Juriquilla,Queretaro,QUE,MX,-100.45,20.69
494,Urban Center Juriquilla,"Boulevard Jurica la Campana No. 899, Local 02, Residencial Caletto",Queretaro,QUE,MX,-100.44,20.71
495,Paseo Quintana,Blvd. Bernardo Quintana No. 4607,Queretaro,QUE,MX,-100.41,20.62
496,Antea I,Carretera Queretaro-San Luis No. 12401,Queretaro,QUE,MX,-100.43,20.65
497,Carretera Queretaro-Mexico,"Carr- Mexico Queretaro km # 206 +300, CC Piamonte",Queretaro,QUE,MX,-100.26,20.58
498,Campestre Queretaro,103 Hacienda Grande,Santiago de Queretaro,QUE,MX,-100.41,20.57
499,Plaza Boulevares,"4100 Bernardo Quintana Boulevard, Local PA15 & IS PA02, Colonia Alamos 3ra",Santiago de Queretaro,QUE,MX,-100.39,20.62
500,Los Arcos,52-C Ramon Ramirez Familiar,Santiago de Queretaro,QUE,MX,-100.38,20.59
501,Galerias Queretaro,"Avenue 5 de Febrero Sur #99, Col. Virreyes, Santiago de Queretaro",Santiago de Queretaro,QUE,MX,-100.41,20.58
502,Quinta Alegria,"esq Constituyentes y calle 16 bis nte, Plaza Quinta Alegria",Can Cun,ROO,MX,-87.07,20.63
503,Plaza Caracol,"Blvrd. Kukulkan Km 8.5, Zona Hotelera",Cancun,ROO,MX,-86.75,21.14
504,Malecon las Americas,"Bonanpack Ave esq Nichupte, SM:6 1 lote 1",Cancun,ROO,MX,-86.82,21.15
505,CUN - Cancun Int Airport T3 PA,"Carretera Cancun-Chetumal, Km 22",Cancun,ROO,MX,-86.87,21.04
506,Kukulcan Cancun,"Boulevard  Kukulcan km. 3.5, Esq Calle Galeon Zona Hotelera",Cancun,ROO,MX,-86.79,21.15
507,Terminal 3 Planta Alta II,"Carretera Cancún-Chetumal Km 22, 75220 C",Cancun,ROO,MX,-86.87,21.04
508,Plaza Cumbres Cancun,CARRETERA CAN CUN - TULUM KM 7.5,Cancun,ROO,MX,-86.84,21.11
509,Bonampak 77,77 Bonampak Ave,Cancun,ROO,MX,-86.83,21.13
510,CUN - Cancun Int T2 Exterior,"Carretera Cancun-Chetumal, Km 22, Terminal 2, Exterior",Cancun,ROO,MX,-86.87,21.04
511,CUN - Cancun Intl T2- Ext Satellite,"Carretera Cancun-Chetumal, Km 22, Terminal 2, Exterior",Cancun,ROO,MX,-86.87,21.04
512,CUN - Cancun Int Airport T3 PB,"Carretera Cancun-Chetumal, Km 22",Cancun,ROO,MX,-86.87,21.04
513,La Isla Cancun 2,"Blvrd. Kukulkan Km 12.5, Zona Hotelera",Cancun,ROO,MX,-86.76,21.11
514,Plaza Hollywood Cancun,Avenue Xcaret,Cancun,ROO,MX,-86.83,21.16
515,Bonampak,"Avenue Bonampack S/N, Local 1",Cancun,ROO,MX,-86.83,21.13
516,Paseo Cancun,Av. Andres Quintana Roo,Cancun,ROO,MX,-86.85,21.15
517,Aeropuerto Cancun,"Carretera Cancún-Chetumal Km 22, 75220, Cancun, Quintana Roo, Mexico",Cancun Q Roo,ROO,MX,-86.85,21.04
518,Cozumel Pama,Rafael E. Melgar  34  Isla Cozumel,COZUMEL,ROO,MX,-86.95,20.51
519,Punta Langosta,Avenue Rafael Melgar,Cozumel,ROO,MX,-86.95,20.51
520,Terminal Maritima,Terminal Maritima Playa del Carmen,Playa del Carmen,ROO,MX,-87.08,20.62
521,Playacar,Ave. Playacar,Playa del Carmen,ROO,MX,-87.09,20.61
522,Centro Maya  Playa del Carmen,"Carretera Federal 2100, region 100, mza 16. Lote 1, Col ejidal",Playa del Carmen,ROO,MX,-87.09,20.62
523,Paseo del Carmen,Paseo del Carmen,Playa del Carmen,ROO,MX,-87.07,20.62
524,Playa Basico,Quinta Avenida& Calle 10,Playa del Carmen,ROO,MX,-87.07,20.63
525,Playa Tides,"Quinta Av. Norte entre calle 28 nte y 30, 5B-6A-6B Fracc. 2 Lte.119",Playa del Carmen,ROO,MX,-87.08,20.62
526,5a Av Playa del Carmen,"5a. Avenida  entre calle 12 y 14, Solidaridad",Playa del Carmen,ROO,MX,-87.42,20.37
527,Carretera Cancun-Playa,"Km. 39+300, Carretera Cancun-Chetumal, Rancho La Esperanza",Quintana Roo,ROO,MX,-86.85,21.03
528,Tulum,"Av. Ruinas de Tulun No. F-3, Col. Tulum Ruinas",Tulum,ROO,MX,-87.44,20.22
529,Culiacan Cinepolis,"Blvd. Culiacan No. 450, Col. Recursos Hidraulicos",Culiacan,SIN,MX,-107.41,24.8
530,Aeropuerto Culiacan,Carretera Navolato km 4.5,Culiacan,SIN,MX,-107.39,24.8
531,Plaza Palmares,"Blvd Pedro Infante, #3201 Fracc. Floresta Tres Rios",Culiacan,SIN,MX,-107.44,24.79
532,Lowes Culiacan,"Blvd. Jose Limon, Rep de Brasil",Culiacan,SIN,MX,-107.42,24.76
533,Tres Rios,Boulevard Jose Diego Valadez Rios & C. P,Culiacan,SIN,MX,-107.4,24.82
534,Forum Culiacan,Plaza Forum,Culiacan,SIN,MX,-107.4,24.82
535,La Lomita DT,"Av. Alvaro Obregon esq. Rio San Lorenzo, Av. Gral. Alvaro Obregon #1140 Sur",Culiacan,SIN,MX,-107.39,24.79
536,Boulevard Centenario,Blvd Centenario esq Blvd Antonio Rosales,Los Mochis,SIN,MX,-109,25.78
537,Mazatlan Lomas,Av. Lomas de Mazatlan & Av. Camaron Saba,Mazatlan,SIN,MX,-106.45,23.24
538,Galerias Mazatlan,"Av. De la Marina esq. Av Delfin dentro, del desarrollo Marina Mazatlan Mza. 24",MAZATLAN,SIN,MX,-106.45,23.24
539,Gran Plaza Mazatlan,"Av. Reforma S/N, Fracc. Alameda",Mazatlan,SIN,MX,-106.44,23.24
540,Lomas,"Montes Blancos No. 180 Local 3,4 & 5",San Luis Potosi,SLP,MX,-101.02,22.14
541,Plaza Divina,1996 Venustiano Carranza Avenue,San Luis Potosi,SLP,MX,-101.01,22.15
542,Plaza Carso SLP,"Blvd. Antonio Rocha Cordero No. 700, esq. Av. Sierra Vista Poniente",San Luis Potosi,SLP,MX,-101.03,22.13
543,Himalaya,609 Cordillera del Himalaya,San Luis Potosi,SLP,MX,-101.03,22.14
544,Cd. Obregon,"Av Miguel Aleman 15 esSufragio Efectivo, Col. Real del Sol",Ciudad Obregon,SON,MX,-109.93,27.51
545,City Pitic,Morelos Boulevard,Hermosillo,SON,MX,-110.95,29.12
546,Rodriguez,Rodriguez Boulevard,Hermosillo,SON,MX,-110.95,29.1
547,Blvd. Morelos,"Blvd. Morelos esq. Av. Trece, Blvd. Jose Maria Morelos # 307",Hermosillo,SON,MX,-110.95,29.12
548,Puerta Oeste,"Blvd. Luis Donaldo Colosio #829, Col. La Rioja",Hermosillo,SON,MX,-111.01,29.08
549,Aeropuerto Hermosillo,"Carretera a Bahia de Quino km 9.5, Local 21D y 23A/Col La Manga",Hermosillo,SON,MX,-111.05,29.09
550,Nogales Mall Sonora,"Blvd. El Greco #45 Col. El Greco, Nogales Mall",Nogales,SON,MX,-110.94,31.29
551,Paseo Tabasco,"Av Prolongacion Paseo Tabasco, Esq Circuito Municipal",Villahermosa,TAB,MX,-92.94,18
552,Plaza Mallorca,"Periferico Calos Pellicer Camara, Local 101",Villahermosa,TAB,MX,-92.95,18.01
553,Sendero Villahermosa,"Periférico Pellicer esquina Universidad, Sendero Villahermosa",Villahermosa,TAB,MX,-92.91,18.02
554,Galerias Tabasco,"Paseo Tabasco No.1405, Col. Desarrollo Urbano",Villahermosa,TAB,MX,-92.95,18
555,Altabrisa Tabasco,"Periferico Carlos Pellicer Camara 129, esq. Av. Cesar Sandino, Col. 1 de mayo",Villahermosa,TAB,MX,-92.97,17.98
556,Ciudad Victoria,Av.Tamaulipas Esq. Lopez Mateos No.890,Ciudad Victoria,TAM,MX,-99.15,23.75
557,Reynosa,"Blvd Hidalgo y Fuente de Diana KM101 s/n, Col. Fraccinamiento Las Fuentes",Reynosa,TAM,MX,-98.32,26.06
558,Hidago Tampico,AV. HIDALGO S/N ENTRE HIDALGO Y LOMA ENC,Tampico,TAM,MX,-97.87,22.27
559,Fashion Mall Tampico,"Av. Ejercito Mexicano No. 706, Col. Primavera",Tampico,TAM,MX,-97.86,22.25
560,Tampico Universidad,"Av. Universidad #900, Municipio de Tampico",Tampico,TAM,MX,-97.86,22.27
561,ANDAMAR,A.RUIZ CORTINEZ 4330  BOCA DEL RIO,BOCA DEL RIO VERACRUZ,VER,MX,-96.12,19.09
562,Coatzacoalcos DT,Nuño de Balboa,Coatzacoalcos,VER,MX,-94.47,18.14
563,Forum Coatzacoalcos,"Av. Universidad km. 8, Col. Predio Santa Rosa",Coatzacoalcos,VER,MX,-94.49,18.14
564,Cordoba Centro,"Av. 3, Calle 1 No. 104",Cordoba,VER,MX,-96.93,18.89
565,El Dorado Veracruz,"Carretera Boca del rio-Anton Lizardo, Fracc. El Estero, BOCA DEL RIO",Veracruz,VER,MX,-96.1,19.09
566,Plaza las Americas - Veracruz,"Av. Las Americas S/N, Blvd. Ruiz Cortines",Veracruz,VER,MX,-96.11,19.14
567,Costa de Oro,"Av Ruiz Cortinez 3, 289, esq. Calle Girasol",Veracruz,VER,MX,-96.11,19.15
568,Nuevo Veracruz,"Circuito Nvo. Veracruz macrolote14 #835, Col. Exhacienda Buenavista edo Veracruz",Veracruz,VER,MX,-96.23,19.13
569,Urban Center Xalapa,"Av. Lazaro Cardenas No. 102, Col. Rafael Lucio",Xalapa,VER,MX,-96.92,19.56
570,Xalapa Animas,"Paseo de las Palmas #1, Jardines de las Animas",Xalapa Enriquez,VER,MX,-96.87,19.52
571,City Center Merida,"Calle 30 n. 185, Col. San Ramon Norte",Merida,YUC,MX,-89.62,21.04
572,Paseo Montejo,"Calle 56 A, Numero 465 x 33 A y 35",Merida,YUC,MX,-89.62,20.99
573,Plaza Altabrisa,"451 de la Calle 7 Fraccionamie Altabrisa, Seccion 26",Merida,YUC,MX,-89.58,21.02
574,Circuito Colonias,Circuito Colonias Avenue & Calle 22,Merida,YUC,MX,-89.61,21
575,Plaza Jardin Merida,"Av. 32 n. 219 por calle 43, Norte",Merida,YUC,MX,-89.61,21.03
576,Gran Plaza Merida,493 Calle 29 x 50 Diag. Gonazlo Guerrero,Merida,YUC,MX,-89.63,21.03
577,Zacatecas Centro,Ave Hidalgo 507-A,Zacatecas,ZAC,MX,-102.57,22.78
578,Galerias Zacatecas,"Col. Antigua Unidad Minera, El Bote, de Ciudad de Argentum, Local No. 156",Zacatecas,ZAC,MX,-102.6,22.78
579,Garcia Salinas,"Blvd Garcia Salinas 311, La Estancia",Zacatecas,ZAC,MX,-117.01,32.51
580,abvc,dfgde,gdfg,dfg,dfg,-100.3023819,25.62178757
